,full_text,assoc_shooter,weeks_after
663,run  hide  fight  what to do if  erupts in the ed   ,0,3
665,senate democrat chris murphy starts filibuster over gun control   it s about time        ,1,1
666,senate votes on gun policy on monday  tell them to take action against  now     ,1,2
667,send a quick letter to congress and tell them to take action against  now   ,1,1
668,send a quick letter to congress and tell them to take action against  now   ,1,2
669,send a quick letter to congress and tell them to take action against  now   ,1,1
670,sit in by  over  forces house to close  via     ,1,2
671,so apparently  are not enough and   policies much be way stricter      ,1,2
672,something needs to change  ,0,1
673,stop  support     ,1,1
675,tell your senators you support the  to help end  with better    ,1,1
677,thanks    for supporting   against     ,1,1
678,the  community organizes to end        ,1,3
679,the murky roots of mass violence   via      ,1,1
680,the orlando massacre was one of 43 shootings on sunday   via     ,1,1
681,they were sons  daughters  brothers  sisters  uncles   aunts  they were someone s child     ,1,1
682,this u s  state just instated groundbreaking gun control laws       ,1,2
685,to all reponsible gun owners  we need your voice to explain why you re so concerned for your personal safety  it can help end  ,1,2
686,today may be 1st morning ever that a lot of people wish they had stayed up later to watch    ,1,2
689,update    3 officers dead  4 others shot  preliminary info    at this point  it s not a numbers thing    ,0,2
690,video  welcome to the gun show          ,1,4
693,wtl got to work with some awesome middle schoolers this spring  check out their videos on  in    ,1,4
697,we have a bigger problem then   the sanity of our nation is in question ,0,2
698,well folks  looks like the only candidate w the balls 2 take on  actually has ovaries      ,0,4
703,will this be remembered as  the summer of  16  now  amarillo  tx police on scene of active shooting       ,1,1
704,would funding  research help reduce mass shootings   via   ,1,2
705,wrong   sitting in to end  is not for  publicity  unless you re an  shill   ,1,2
706,yay    freedom           ,1,1
708,yesterday  orlando  today  almost my workplace       ,1,1
709,young lady dying from an asthma attack after witness others get shot is why  is a  issue  ,0,4
710,one of the most disturbing but also most informative video about  in the ,1,2
711,take a stand against  by not shooting someone over some bullshit  thats a good start ,0,2
712,they say  but think no guns  knife violence no knives stick violence no sticks  physical violence focus on dealing with violence,0,1
713,we should all understand by now  that hateful rhetoric has consequences    ,0,1
714,         how gop can can ignore 90  of the people is mind boggling   how does it end   ,1,2
715, law abiding citizen   goes off the deep end with her guns        ,1,3
721,    and    wake the fuck up america     ,0,1
722, so we can do    prevent   politics aside  isn t more knowledge better than less   ,1,1
723, leaks  ft   from mixtape      ,1,3
724, has toughest weapons laws in the world yet mass shootings     ,1,2
725,  for the weapons of our warfare are not carnal but mighty in god for pulling down strongholds     2 corinthians 10 4 nkjv  ,0,4
726, when cornered on any issue  the nra pulls out that old bullshit about guns not killing people   ,1,1
727, is not limited to terrorists or mad men  we need to end a police culture that shoots first and asks qs later  ,1,4
728, thank you      for standing up to the  and ,1,2
729,   obama consoles bereaved       ,1,1
730, police investigate city s 16th homicide this year      via ,1,2
732,  is an american hero and we owe it to him to stop ,0,2
733,    how many lives will it take to finally standup to the and their   ,1,2
735, does media ask rudy giuliani about    his cops shot an innocent man 41 times  because they could   ,0,1
736, 2 2  guns are  a ridiculous way to solve problems that have to be solved among people of goodwill   r  reagan  1967  ,1,2
737,  86 people were shot during the   what are you doing to prevent  and ,1,2
738,  reads powerful transcript of voice mail from 14 year old mo girl who is scared of  on floor of senate  ,1,1
739,  leads sit in on house floor over guns      ,1,2
742,2 teens dead in another shooting in orlando  how very sad      ,1,1
744, needs to break silence on  violence  say african american health officials     ,0,1
747, our   fearlessly stands up against  not cowering in fear of  like spineless   ,1,1
748,    i think  needs to focus on real issues like  instead of wasting money,1,4
749,   spanking kids  why us is more violent than germany         ,1,2
751, plastic explosives worked good too   ,0,1
753,   as an   i m fighting to restore  research funding   stands in the way  ,1,4
755, do the right thing and vote for common sense proposals to protect american citizens from    ,1,2
756, you re a       ,1,1
757, no coincidence    polyphony  in los angels thru october 29th   ,0,3
759, simply can t finish the ammosexual s call  ppl like him is the real killer   ,1,3
760, i mean  did he even bring up   it s not like he bothered to help ,1,1
761, i m sure criminals on twtr r listening  they misuse a tool of self defense  blame thugs   ,0,2
762,a for america where every day we sacrifice children to the       ,0,2
763,america doesn t have a  problem  it has several of them     ,1,2
764,america  sort out your gun laws   or better yet  don t fucking have any     ,1,1
765,american deaths in terrorism vs   in one graph    ,0,2
767,because you don t have a constitutional right to a dresser        ,0,4
768,before gun nuts start mocking today s  in  and call for ban on knives  how many people have been killed in  ,0,3
769,coming up at 3pm  use   to join the conversation on  with me and other  in a  town hall ,1,4
772,countries that have a significantly lower incidence of  and  spend a significantly more     ,1,1
775,does america have a reset button          ,0,1
776,getting ready go live on  to talk about yesterday s filibuster and how we can work to prevent   tune into  at 8am,1,1
777,go house dems   demand a vote on pending gun control legislation      ,1,2
778,heartsick over another  death  this time a lone star clg student   ,1,3
779,hey   thanks for the follow  we ll demand the  addresses    via  ,0,3
781,house democrats stage sit in to push for action on    ,1,2
782,i called  and told him as a  of  i support the  who are asking for a  on  ,1,2
783,i have a theory about creepy clowns   via       ,0,3
784,i love the second amendment too  i just see it differently      ,1,1
785,i wonder  if you give somebody freedom of owning guns  why don t you give others freedom of living   ,1,1
786,i m literally begging you to take two minutes of your life to watch this video  thank you     ,1,1
787,icymi         opened the  with a powerful monologue about   ,0,2
790,in 1996 the  lobbied congress to ban the cdc from funding public health research in    ,1,1
792,it shouldn t have taken this long  and cost so many lives        ,1,1
795,listen up   stop    ,1,2
796,live from the us senate     ,1,1
800,media avail     hold post  mtg avail on   mtg 9am  hvc215   at  10am  loc hvc 210 alcove,0,1
